,YearsCode,ConvertedCompYearly
57623,14,10656.0
57624,3,
57625,43,84019.0
57626,5,
57627,12,86316.0
57628,8,
57629,20,120000.0
57630,9,
57631,6,
57632,4,
57633,6,10052.0
57634,25,298000.0
57635,5,60752.0
57636,16,59454.0
57637,9,29580.0
57638,10,67312.0
57639,4,46764.0
57640,13,6552.0
57641,13,150800.0
57642,7,8376.0
57643,15,
57644,7,
57645,12,73644.0
57646,30,49092.0
57647,40,57444.0
57648,7,
57649,30,93000.0
57650,13,44100.0
57651,28,
57652,1,
57653,12,
57654,15,
57655,22,160000.0
57656,6,6300.0
57657,21,96945.0
57658,35,63672.0
57660,22,122995.0
57662,3,388488.0
57663,50,90312.0
57664,2,
57665,8,42492.0
57666,4,
57667,38,
57668,23,97288.0
57669,27,96945.0
57670,5,41880.0
57671,20,64630.0
57672,6,
57673,2,
57674,10,101568.0
57675,22,260000.0
57676,4,6000.0
57677,16,60535.0
57678,36,68052.0
57679,18,71093.0
57680,5,34476.0
57681,4,54049.0
57682,24,107285.0
57683,3,750.0
57684,8,
57685,6,1512.0
57686,3,
57687,18,58368.0
57688,9,105071.0
57689,30,51888.0
57690,15,60756.0
57691,3,
57692,12,60535.0
57693,10,98000.0
57694,20,63337.0
57695,18,
57696,16,53880.0
57697,40,129720.0
57698,12,88474.0
57699,14,49584.0
57700,4,
57701,10,40212.0
57702,6,665424.0
57703,19,90834.0
57704,20,53184.0
57705,5,16704.0
57706,10,971064.0
57707,10,105072.0
57708,20,17748.0
57710,17,132108.0
57711,11,54000.0
57712,8,250000.0
57713,19,56460.0
57714,6,
57715,12,102224.0
57716,10,115000.0
57717,37,
57718,12,
57719,19,59676.0
57720,5,7330.0
57721,5,
57722,4,45408.0
57723,7,
57724,21,31176.0
57725,19,
57726,9,64859.0
57728,15,13476.0
57729,17,76092.0
57730,5,
57731,9,7008.0
57732,29,103776.0
57733,18,55582.0
57734,8,260000.0
57735,30,73507.0
57736,19,
57737,10,30744.0
57738,20,60752.0
57739,8,
57740,30,81720.0
57741,10,33732.0
57742,17,135380.0
57743,25,12996.0
57744,20,48000.0
57745,23,93517.0
57746,10,160000.0
57747,30,57600.0
57748,4,5585.0
57749,13,400000.0
57750,11,
57751,7,7464.0
57752,18,18876.0
57753,10,58000.0
57754,32,118104.0
57755,5,
57756,15,210000.0
57757,38,
57758,21,97288.0
57759,25,
57760,8,
57761,5,3888.0
57762,12,25824.0
57763,8,18912.0
57764,6,9864.0
57765,35,88000.0
57766,5,
57767,16,29320.0
57768,2,
57769,20,67608.0
57770,18,45401.0
57771,33,70264.0
57772,1,
57773,7,
57774,10,36456.0
57775,11,85463.0
57776,11,5160.0
57777,10,
57778,4,200000.0
57779,14,45564.0
57780,21,86059.0
57781,40,13362.0
57782,35,71093.0
57783,22,94045.0
57784,40,91883.0
57785,4,16704.0
57786,33,46632.0
57787,11,62268.0
57788,20,
57789,10,129474.0
57790,25,157596.0
57791,13,
57792,3,
57793,4,
57794,7,68748.0
57795,12,46701.0
57796,5,42528.0
57797,4,
57798,20,19458.0
57799,18,121980.0
57800,3,
57801,10,77832.0
57802,7,
57803,20,75669.0
57804,5,25944.0
57805,22,180963.0
57806,2,
57807,7,
57808,2,
57809,18,60192.0
57810,17,77672.0
57811,10,9773.0
57812,11,58368.0
57813,6,33672.0
57814,8,
57815,27,86478.0
57816,48,
57817,6,
57818,3,
57819,5,
57820,24,64859.0
57821,12,40085.0
57822,28,43428.0
57823,14,81074.0
57824,34,
57825,4,
57826,5,
57827,10,97288.0
57828,35,98321.0
57829,4,55866.0
57830,10,73188.0
57831,34,
57832,1,
57833,12,45396.0
57834,27,105811.0
57835,20,64224.0
57836,18,
57837,5,
57838,11,59454.0
57839,13,648.0
57840,10,28860.0
57841,20,84312.0
57842,15,775560.0
57843,18,48644.0
57844,14,
57845,13,48644.0
57846,20,
57847,15,38916.0
57848,17,54049.0
57849,7,402120.0
57850,26,74480.0
57851,7,48012.0
57852,24,59676.0
57853,3,20580.0
57854,16,50016.0
57855,27,402120.0
57856,21,103580.0
57857,30,32429.0
57858,8,27852.0
57859,4,
57860,40,
57861,13,48644.0
57862,1,
57863,44,250000.0
57864,15,90482.0
57865,17,129718.0
57867,15,
57868,10,
57869,7,14652.0
57870,17,58167.0
57871,5,45401.0
57872,30,130000.0
57873,9,64859.0
57874,13,1628664.0
57875,5,41618.0
57876,11,18156.0
57877,6,428064.0
57878,4,
57879,25,84316.0
57880,17,32568.0
57881,5,
57882,4,1944.0
57883,5,15864.0
57884,35,79993.0
57885,14,
57886,14,10596.0
57887,8,85000.0
57888,30,
57889,5,
57890,12,56448.0
57891,35,39636.0
57892,13,115572.0
57893,3,
57894,6,86496.0
57895,7,
57896,24,58167.0
57897,2,
57898,13,58368.0
57899,6,32315.0
57900,22,60396.0
57901,35,83016.0
57902,18,19452.0
57903,6,5064.0
57904,7,137226.0
57905,25,103408.0
57906,13,101612.0
57907,19,
57908,6,19896.0
57909,8,69505.0
57910,13,56496.0
57911,21,199981.0
57912,20,
57913,15,
57914,12,
57915,6,
57916,7,
57917,38,43239.0
57918,5,
57919,9,
57920,6,129718.0
57921,21,70264.0
57922,9,43239.0
57923,7,43239.0
57924,42,
57925,3,
57926,6,94359.0
57927,12,56874.0
57928,7,23088.0
57929,12,3502.0
57930,10,63792.0
57931,18,64859.0
57932,12,126084.0
57933,8,37776.0
57934,13,10890.0
57935,27,162147.0
57936,20,
57937,6,75669.0
57938,12,42804.0
57939,12,90744.0
57940,32,49944.0
57941,7,33732.0
57942,15,908028.0
57943,25,197301.0
57944,18,118908.0
57945,32,77832.0
57946,37,59454.0
57947,18,6137.0
57948,5,
57949,7,
57950,38,
57951,16,97284.0
57952,23,200000.0
57953,6,
57954,15,18540.0
57955,7,
57956,2,
57957,32,64737.0
57958,9,9888.0
57959,5,4947.0
57960,4,
57961,3,
57962,26,112504.0
57963,4,15780.0
57964,32,42960.0
57965,3,21620.0
57966,5,12564.0
57967,3,54049.0
57968,35,
57969,8,8712.0
57970,10,
57971,3,
57972,21,
57973,26,73644.0
57974,7,48644.0
57975,5,5700.0
57976,18,55725.0
57978,14,35672.0
57979,20,120084.0
57980,3,
57981,15,97288.0
57982,35,30267.0
57983,5,
57984,5,
57985,5,
57986,25,129259.0
57987,30,
57988,5,75669.0
57989,10,
57990,30,
57991,5,6702.0
57992,40,62045.0
57993,20,
57994,6,104855.0
57995,23,108098.0
57996,10,22758.0
57997,11,24000.0
57998,15,42158.0
57999,6,
58000,12,52776.0
58001,21,
58002,13,542892.0
58003,10,60972.0
58004,10,165000.0
58005,30,40032.0
58006,20,50952.0
58007,15,129718.0
58008,23,61616.0
58009,4,
58010,6,
58011,5,
58012,2,
58013,2,
58014,2,
58015,3,
58016,18,72154.0
58017,30,69800.0
58018,11,38916.0
58019,12,16752.0
58020,14,52044.0
58021,6,
58022,12,84019.0
58023,17,37834.0
58024,11,90482.0
58025,5,25944.0
58026,5,
58027,9,48000.0
58028,25,122736.0
58029,11,64859.0
58030,18,50844.0
58031,12,
58032,20,
58033,4,28092.0
58034,4,
58035,2,
58036,3,45396.0
58037,23,44100.0
58038,30,88640.0
58039,9,12564.0
58040,30,71093.0
58041,32,67215.0
58042,14,
58043,18,38484.0
58044,15,24624.0
58045,20,
58048,19,12972.0
58049,20,48644.0
58050,4,
58051,40,305000.0
58052,25,58167.0
58053,10,60000.0
58055,26,778308.0
58056,5,32424.0
58057,15,32088.0
58059,9,62520.0
58060,30,90000.0
58061,34,102000.0
58062,5,
58063,17,60752.0
58064,23,70774.0
58065,11,10644.0
58066,5,
58067,10,58167.0
58068,22,583728.0
58069,6,32450.0
58070,3,
58071,4,
58072,3,
58073,8,73188.0
58074,40,
58075,39,60535.0
58076,7,744540.0
58077,16,70264.0
58078,5,30267.0
58079,4,10800.0
58080,3,
58081,19,58167.0
58082,5,45097.0
58083,12,972888.0
58084,4,
58085,1,
58086,6,36816.0
58087,14,54289.0
58088,6,63337.0
58089,20,66828.0
58090,7,46704.0
58091,12,
58092,14,1011792.0
58093,7,32424.0
58094,25,
58095,9,6636.0
58096,13,75669.0
58097,23,
58098,2,
58099,6,64859.0
58100,1,
58101,25,151337.0
58102,3,15358.0
58103,18,97288.0
58104,15,181608.0
58105,14,33504.0
58106,10,192672.0
58107,21,49863.0
58108,35,97106.0
58109,17,1473588.0
58110,37,
58111,5,10872.0
58112,25,129720.0
58113,32,65147.0
58114,10,12972.0
58115,26,73507.0
58116,2,
58117,15,94359.0
58118,5,8280.0
58119,10,35162.0
58120,14,66480.0
58121,11,20712.0
58122,9,64630.0
58123,24,38916.0
58124,30,68102.0
58125,30,96298.0
58126,7,
58127,7,765336.0
58128,10,
58129,10,60000.0
58130,2,
58131,10,
58132,4,
58133,5,40000.0
58134,9,27840.0
58135,5,
58136,4,
58137,26,49765.0
58138,12,87559.0
58139,40,
58140,2,32429.0
58141,25,83460.0
58142,22,120000.0
58143,22,90482.0
58144,2,41363.0
58145,10,3684.0
58146,38,75669.0
58147,14,45396.0
58148,3,
58149,9,4812.0
58150,8,64860.0
58151,4,14268.0
58152,38,226200.0
58153,30,
58154,24,104304.0
58155,30,45401.0
58156,12,68647.0
58157,3,
58158,12,
58159,7,33732.0
58160,30,
58161,30,64859.0
58162,20,70132.0
58163,38,348996.0
58164,14,129259.0
58165,32,113503.0
58166,8,41077.0
58168,11,
58169,24,38778.0
58170,25,55254.0
58171,8,
58172,28,109871.0
58173,3,
58174,9,64630.0
58175,20,162147.0
58176,8,29280.0
58177,14,38580.0
58178,8,30684.0
58179,3,
58181,8,775560.0
58182,11,
58183,8,49185.0
58184,21,51704.0
58185,10,90482.0
58186,12,64630.0
58187,3,
58188,7,583728.0
58189,4,45241.0
58190,28,54289.0
58191,15,74588.0
58192,6,41077.0
58193,12,73644.0
58194,1,
58195,6,70264.0
58196,2,
58197,20,45376.0
58198,6,64859.0
58199,6,91484.0
58200,10,29186.0
58201,23,45.0
58202,17,40550.0
58203,25,
58204,12,129000.0
58205,7,60752.0
58206,1,
58207,4,43239.0
58208,4,573912.0
58209,6,
58210,20,75669.0
58211,20,39492.0
58212,30,
58213,8,69864.0
58214,8,52968.0
58215,11,36468.0
58216,15,
58217,5,518868.0
58218,4,3204.0
58219,4,
58220,34,122796.0
58221,4,
58222,34,171012.0
58223,7,73406.0
58224,18,79644.0
58225,15,4008600.0
58226,24,75020.0
58227,15,73419.0
58228,4,573912.0
58229,37,51888.0
58230,26,71340.0
58231,28,75669.0
58232,22,
58233,15,
58234,9,20760.0
58236,2,
58237,15,76707.0
58238,7,
58239,1,
58240,15,28848.0
58241,12,61620.0
58242,7,36213.0
58243,1,
58244,12,47563.0
58245,20,
58246,18,57850.0
58247,30,
58248,17,58368.0
58249,20,201950.0
58250,3,
58251,30,97288.0
58252,5,65.0
58253,39,
58254,3,26496.0
58255,13,110000.0
58256,20,
58257,8,
58258,15,
58259,37,140527.0
58260,32,97288.0
58261,10,43303.0
58262,25,133289.0
58263,9,87896.0
58264,20,75669.0
58265,35,
58266,10,81319.0
58267,12,46781.0
58268,2,
58269,2,
58270,9,51180.0
58271,7,53055.0
58272,20,76750.0
58273,27,
58274,29,136136.0
58275,11,
58276,10,51888.0
58277,8,4800.0
58278,2,38915.0
58279,14,118929.0
58280,14,11169.0
58281,5,
58282,35,93408.0
58283,7,52776.0
58284,15,908028.0
58285,20,
58286,8,
58287,1,
58288,11,
58289,8,26513.0
58290,7,38778.0
58291,22,
58292,25,72385.0
58293,35,
58294,15,55000.0
58295,15,
58296,10,
58297,2,15540.0
58299,17,22056.0
58300,5,
58301,19,91000.0
58302,6,
58303,17,13212.0
58304,10,11724.0
58305,8,33412.0
58306,11,86478.0
58307,11,5028.0
58308,2,
58309,6,104700.0
58310,2,
58311,9,16344.0
58312,5,
58314,6,75669.0
58315,10,
58316,8,
58317,4,48000.0
58318,22,74799.0
58319,4,
58321,10,
58322,25,206815.0
58323,4,13212.0
58324,3,25131.0
58325,2,
58326,15,43104.0
58327,6,
58328,20,39996.0
58329,15,109871.0
58330,3,26328.0
58331,20,47088.0
58332,23,98868.0
58333,3,
58334,2,
58335,7,36708.0
58336,8,77556.0
58337,8,64606.0
58338,21,109871.0
58339,7,31344.0
58340,6,7609.0
58341,14,59676.0
58342,2,
58343,9,36753.0
58344,20,57732.0
58345,1,
58346,14,74588.0
58347,14,
58348,7,75324.0
58349,11,24744.0
58350,37,64859.0
58351,15,48600.0
58352,30,103408.0
58353,20,97260.0
58354,25,90482.0
58355,6,
58356,11,64860.0
58357,6,33142.0
58358,22,193884.0
58359,20,135722.0
58360,21,25944.0
58361,28,76092.0
58362,6,7116.0
58363,7,45241.0
58364,9,
58365,20,
58366,9,38678.0
58367,40,155664.0
58368,3,
58369,3,
58370,10,
58371,11,39768.0
58372,13,364680.0
58373,40,82726.0
58374,14,
58375,11,
58376,14,81312.0
58377,10,6168.0
58378,20,60984.0
58379,18,45564.0
58380,30,140527.0
58381,20,143000.0
58382,15,54049.0
58383,18,609672.0
58384,12,96000.0
58385,6,38915.0
58386,6,
58387,11,
58388,7,
58389,8,111814.0
58390,27,181608.0
58391,10,43426.0
58392,12,70140.0
58393,20,72672.0
58394,20,25128.0
58395,13,
58396,10,17292.0
58397,2,119.0
58398,12,90482.0
58399,7,
58400,5,24018.0
58401,7,
58402,25,103408.0
58403,8,
58404,2,
58405,4,
58407,8,50268.0
58408,17,45396.0
58409,20,142692.0
58410,15,51704.0
58411,4,
58412,10,116333.0
58413,20,48036.0
58414,16,
58415,40,58176.0
58416,25,58368.0
58417,2,
58418,4,
58419,6,95520.0
58420,8,42158.0
58421,24,32424.0
58422,1,
58423,5,43131.0
58424,40,
58425,8,
58426,15,215000.0
58427,15,67215.0
58428,11,33508.0
58429,10,
58430,10,
58431,4,10380.0
58432,6,
58433,9,59459.0
58434,5,37119.0
58435,7,
58436,16,8237.0
58437,22,75669.0
58438,6,41508.0
58439,8,
58440,7,7572.0
58441,5,
58442,10,7884.0
58443,10,
58444,9,47280.0
58445,10,
58446,3,9215.0
58447,4,
58448,8,20760.0
58449,25,
58450,4,
58451,4,25944.0
58452,36,116748.0
58453,5,56874.0
58454,36,51888.0
58455,3,
58456,9,81049.0
58457,17,130000.0
58458,20,101000.0
58459,4,26979.0
58460,13,31128.0
58461,6,
58462,3,35676.0
58463,35,79000.0
58464,4,
58465,4,
58466,20,54049.0
58467,10,
58468,19,44723.0
58469,4,
58470,10,22701.0
58471,6,36816.0
58472,5,
58473,16,
58474,3,
58475,9,
58476,4,
58477,4,48472.0
58478,3,
58479,20,
58480,18,120000.0
58481,14,59652.0
58482,31,
58483,20,
58484,25,248000.0
58485,7,68507.0
58486,6,
58487,17,26988.0
58488,5,
58489,8,67194.0
58490,10,33142.0
58491,10,
58492,4,39996.0
58493,6,
58494,23,112830.0
58495,8,32429.0
58496,15,51704.0
58497,5,
58498,30,95126.0
58499,25,124853.0
58500,5,
58501,7,
58502,2,15108.0
58503,2,
58504,28,
58505,7,
58506,31,64859.0
58507,7,
58508,20,52104.0
58509,23,
58510,10,84000.0
58511,10,
58512,2,32000.0
58513,4,
58514,6,
58515,12,75669.0
58516,40,155000.0
58517,12,
58518,17,58373.0
58519,18,250000.0
58520,30,
58521,8,
58522,20,73644.0
58523,17,42000.0
58524,12,66000.0
58525,11,
58526,14,45042.0
58527,16,21408.0
58528,9,
58529,35,64859.0
58530,15,70264.0
58531,16,26527.0
58532,5,
58533,2,10380.0
58534,26,
58535,18,58644.0
58536,6,
58537,21,86478.0
58538,8,38915.0
58539,5,17256.0
58540,10,5028.0
58541,8,19458.0
58542,11,
58543,20,620448.0
58544,5,
58545,15,
58546,18,90482.0
58547,7,1344.0
58548,5,
58549,10,14568.0
58550,4,45396.0
58551,10,101649.0
58552,8,30250.0
58553,28,2160000.0
58554,17,400000.0
58555,8,16860.0
58556,25,68508.0
58557,6,80141.0
58558,17,130000.0
58559,28,160343.0
58560,36,
58561,6,
58562,3,
58563,8,76536.0
58564,10,6353.0
58565,10,30716.0
58566,6,
58567,13,132500.0
58568,40,77145.0
58569,15,
58570,25,1297176.0
58571,10,132143.0
58572,12,19884.0
58573,14,58686.0
58574,8,35776.0
58575,17,
58576,34,
58577,8,6588.0
58578,3,137688.0
58579,7,
58580,6,15912.0
58581,9,69809.0
58582,11,635616.0
58583,38,200000.0
58584,31,102693.0
58585,22,
58586,4,12972.0
58587,20,
58588,25,
58589,30,140527.0
58590,26,69624.0
58591,30,77556.0
58592,4,
58593,4,
58594,20,48472.0
58595,15,37834.0
58596,14,
58597,42,
58598,10,24559.0
58599,4,
58600,5,11652.0
58601,6,
58602,30,131845.0
58603,17,31176.0
58604,43,
58605,1,
58606,8,
58607,31,98321.0
58608,4,33142.0
58609,7,
58610,15,
58611,14,71340.0
58612,4,34900.0
58613,10,110600.0
58614,12,58167.0
58615,15,86064.0
58616,7,
58617,26,104316.0
58618,32,61556.0
58619,8,43200.0
58620,7,80172.0
58621,4,
58622,13,9634.0
58623,27,116333.0
58624,35,73420.0
58625,27,32424.0
58626,10,12972.0
58627,7,
58628,8,
58629,7,79956.0
58630,8,
58631,5,
58632,33,89245.0
58633,3,7212.0
58634,15,62916.0
58635,14,65816.0
58636,28,155111.0
58637,11,24000.0
58638,1,8208.0
58639,30,168037.0
58640,10,
58641,15,36564.0
58642,39,115000.0
58643,17,
58644,30,
58645,5,8377.0
58646,7,25131.0
58647,6,21204.0
58648,32,
58649,20,150000.0
58650,7,12000.0
58651,17,125000.0
58652,25,
58655,8,15528.0
58656,40,
58657,2,21996.0
58658,10,170009.0
58659,8,80000.0
58660,42,125052.0
58661,17,18156.0
58662,20,129718.0
58663,7,
58664,10,29856.0
58665,40,
58666,6,29511.0
58667,18,115784.0
58668,7,
58669,19,90482.0
58670,37,280000.0
58671,10,
58672,6,86604.0
58673,15,38915.0
58674,4,31022.0
58675,5,10380.0
58676,3,
58677,35,500000.0
58678,40,
58679,5,
58680,40,54049.0
58681,34,77832.0
58682,14,10776.0
58683,18,86478.0
58684,6,
58685,6,
58686,34,1294740.0
58687,7,108564.0
58688,25,
58689,7,
58690,4,
58691,7,70000.0
58692,5,43239.0
58693,50,
58694,10,32568.0
58695,9,
58696,4,10380.0
58697,6,
58698,26,150000.0
58699,5,
58700,24,39770.0
58701,30,105000.0
58702,5,
58703,1,
58704,6,
58705,10,60744.0
58706,12,129720.0
58707,6,
58709,28,
58710,21,27492.0
58711,6,7452.0
58713,15,
58714,21,95295.0
58715,42,
58716,33,50395.0
58717,10,71345.0
58718,5,27600.0
58719,25,126000.0
58720,10,5688.0
58721,19,18936.0
58722,4,
58723,8,
58724,15,73680.0
58725,26,46188.0
58726,40,
58727,2,
58728,10,
58729,6,91000.0
58730,20,38916.0
58731,28,
58732,3,3108.0
58733,21,25644.0
58734,20,
58735,11,64860.0
58736,26,
58737,2,43302.0
58738,14,75669.0
58739,3,
58740,17,45942.0
58741,21,
58742,3,
58743,6,48553.0
58744,3,4896.0
58745,25,155111.0
58746,10,34904.0
58747,14,64630.0
58748,15,43239.0
58749,4,41004.0
58750,30,42037.0
58751,2,
58752,40,
58753,14,245160.0
58754,10,51888.0
58755,10,45396.0
58756,9,12396.0
58757,30,160000.0
58758,21,51887.0
58759,20,58373.0
58760,29,81433.0
58761,6,150000.0
58762,30,
58763,4,4128.0
58764,8,155111.0
58765,1,
58766,2,
58767,13,57732.0
58768,10,24000.0
58769,43,250000.0
58770,11,69624.0
58771,10,90193.0
58772,6,17952.0
58773,7,
58774,15,137436.0
58776,13,36324.0
58777,11,330000.0
58778,12,
58779,5,8784.0
58780,25,
58781,37,98321.0
58782,6,31776.0
58783,16,
58784,18,174000.0
58785,13,28860.0
58786,6,
58787,33,
58788,25,56211.0
58789,3,
58790,40,113000.0
58791,25,37834.0
58792,24,125000.0
58793,38,
58794,38,
58795,5,17316.0
58796,5,1140000.0
58797,25,
58798,6,29186.0
58799,5,51552.0
58800,34,
58801,18,76967.0
58802,24,34360.0
58803,4,
58804,6,
58805,10,84019.0
58806,6,
58807,25,132000.0
58809,10,78000.0
58810,15,133160.0
58811,3,
58812,5,3948.0
58813,2,
58814,10,27600.0
58815,18,27144.0
58816,5,48.0
58817,4,1920.0
58818,15,25824.0
58819,26,60505.0
58820,35,80000.0
58821,4,
58822,15,51704.0
58823,6,49296.0
58824,7,
58825,4,5172.0
58826,3,5864.0
58827,16,
58828,25,56211.0
58829,20,48660.0
58830,3,12924.0
58831,9,
58832,15,38484.0
58833,15,175000.0
58834,30,1227312.0
58835,5,
58836,7,
58837,24,128000.0
58838,14,19824.0
58839,2,
58840,14,75669.0
58841,13,18876.0
58842,35,75000.0
58843,4,9108.0
58844,1,
58845,5,30267.0
58846,18,175000.0
58847,10,
58848,18,225000.0
58849,4,
58850,8,
58851,4,28056.0
58852,6,
58853,20,
58854,4,51790.0
58855,10,
58856,14,19428.0
58857,5,19536.0
58858,13,8760.0
58859,4,
58860,5,
58861,8,15564.0
58862,30,56616.0
58863,4,33510.0
58864,22,180000.0
58866,13,75527.0
58867,3,
58868,6,10920.0
58869,12,
58870,11,1620000.0
58871,10,58454.0
58872,23,180963.0
58873,13,106731.0
58874,20,84316.0
58875,13,50395.0
58876,7,23064.0
58877,10,
58878,20,52968.0
58879,2,
58880,3,
58881,13,
58882,20,933972.0
58883,18,32172.0
58884,8,67021.0
58885,16,158000.0
58886,2,
58887,14,94359.0
58888,9,
58889,10,
58890,10,59655.0
58891,40,80000.0
58892,4,
58893,30,170000.0
58894,40,84312.0
58895,10,23856.0
58896,15,
58897,35,167000.0
58898,2,
58899,9,
58900,10,59454.0
58901,6,2796.0
58902,11,24744.0
58903,8,
58904,14,74047.0
58905,35,159725.0
58906,43,55776.0
58907,8,
58908,3,
58909,7,39492.0
58910,3,11820.0
58911,8,64287.0
58912,11,9432.0
58913,2,
58914,10,72426.0
58915,17,60000.0
58916,2,
58917,17,129720.0
58918,10,609672.0
58919,48,150000.0
58920,20,60535.0
58921,18,136140.0
58922,8,17508.0
58923,4,8712.0
58924,12,97600.0
58925,40,150000.0
58927,15,26712.0
58928,5,
58929,35,
58930,33,
58931,7,5364.0
58932,21,
58933,4,
58934,14,
58935,7,32429.0
58936,12,68724.0
58937,4,7884.0
58938,35,64287.0
58939,4,48552.0
58940,7,48644.0
58941,10,930672.0
58942,3,
58943,14,
58944,7,15187.0
58945,22,56616.0
58946,10,
58947,2,
58948,2,90000.0
58949,16,150000.0
58950,30,140088.0
58952,6,10500.0
58953,42,112211.0
58954,3,
58955,15,20700.0
58956,4,
58957,6,
58958,6,12972.0
58959,16,135000.0
58960,30,180000.0
58961,3,
58962,12,23352.0
58963,5,
58964,4,5004.0
58965,14,190000.0
58966,7,4404.0
58967,7,16488.0
58968,40,81000.0
58969,22,150000.0
58970,15,46482.0
58971,5,1164.0
58972,13,114336.0
58973,2,
58974,8,40212.0
58975,26,
58976,7,29772.0
58977,16,2254032.0
58978,2,5585.0
58979,24,152000.0
58980,7,
58981,13,55224.0
58982,3,11592.0
58983,14,77556.0
58984,35,54000.0
58985,30,46764.0
58986,7,12972.0
58987,12,26513.0
58988,11,73678.0
58989,2,
58990,25,86478.0
58991,5,
58992,20,135000.0
58993,14,79993.0
58994,10,103775.0
58995,30,110000.0
58996,11,85000.0
58997,16,91883.0
58998,8,68748.0
58999,4,21620.0
59000,24,93000.0
59001,5,26527.0
59002,10,
59003,2,
59004,11,220000.0
59005,6,
59006,14,41885.0
59007,5,60505.0
59008,6,
59009,12,32424.0
59010,14,54972.0
59011,22,26604.0
59012,2,
59013,9,59454.0
59014,17,71093.0
59015,3,
59016,5,
59017,5,60000.0
59018,21,150000.0
59019,3,
59020,1,
59021,18,82155.0
59022,2,32315.0
59023,16,
59024,30,180000.0
59025,20,51704.0
59026,13,12684.0
59027,25,
59028,8,55118.0
59029,20,103774.0
59030,38,150600.0
59032,31,280000.0
59033,23,129474.0
59034,2,
59035,12,41691.0
59036,18,
59037,25,200000.0
59038,1,
59039,13,60336.0
59040,14,
59041,16,66000.0
59042,6,21876.0
59043,20,3.0
59044,20,68824.0
59045,10,
59046,19,518868.0
59047,10,150000.0
59048,5,26664.0
59049,15,71850.0
59050,15,77556.0
59051,43,103000.0
59052,15,132000.0
59053,2,
59054,3,
59055,12,30240.0
59056,6,
59057,30,124260.0
59058,9,25198.0
59059,5,
59060,36,100000.0
59061,8,81561.0
59062,16,20784.0
59063,5,
59064,8,64630.0
59065,9,
59066,6,56751.0
59067,6,
59068,9,11832.0
59069,15,19788.0
59070,15,
59071,5,12144.0
59072,20,137000.0
59073,39,194580.0
59074,30,125052.0
59075,10,7200.0
59076,21,108275.0
59077,23,81720.0
59078,7,13740.0
59079,3,
59080,25,39144.0
59081,5,30237.0
59082,14,63564.0
59083,6,
59084,4,57072.0
59085,8,5364.0
59086,6,35672.0
59087,11,38916.0
59088,2,
59089,3,
59090,5,
59091,25,150000.0
59092,5,30372.0
59093,9,
59094,21,
59095,25,99250.0
59096,18,48840.0
59097,14,19236.0
59099,10,187000.0
59100,20,39564.0
59101,16,47280.0
59102,20,120000.0
59103,40,
59104,26,60957.0
59105,5,
59106,20,66556.0
59107,10,145000.0
59108,5,201048.0
59109,15,77831.0
59110,4,
59112,7,
59113,2,
59114,6,125000.0
59115,16,55847.0
59116,40,120000.0
59117,6,62500.0
59118,22,76388.0
59119,10,32429.0
59120,11,
59121,12,45814.0
59122,6,129259.0
59123,20,194580.0
59124,16,
59125,3,
59126,1,15564.0
59127,31,123300.0
59128,34,
59129,15,45513.0
59130,40,200000.0
59131,6,
59132,5,
59133,30,230000.0
59134,5,26424.0
59135,2,
59136,8,71340.0
59137,11,77800.0
59138,15,27048.0
59139,12,120000.0
59140,9,
59141,10,43239.0
59142,7,53184.0
59143,14,210000.0
59144,22,66283.0
59145,2,
59146,25,123450.0
59147,20,
59148,42,350000.0
59149,15,27492.0
59150,4,
59151,7,
59152,17,51024.0
59153,8,27096.0
59154,10,
59155,14,
59157,8,103000.0
59158,4,35028.0
59159,7,
59160,3,5096.0
59161,5,
59162,6,
59163,17,123696.0
59164,42,220000.0
59166,18,
59167,6,
59168,18,65940.0
59169,17,73000.0
59170,24,46716.0
59171,17,54972.0
59172,6,56500.0
59173,3,10975.0
59174,25,155000.0
59175,12,73812.0
59176,25,11688.0
59177,2,62400.0
59178,4,42149.0
59179,12,
59180,3,
59181,17,25546.0
59182,44,155000.0
59183,12,31812.0
59184,12,70000.0
59185,12,
59186,6,
59187,17,40457.0
59188,16,28800.0
59189,6,41422.0
59190,33,29628.0
59191,9,39600.0
59192,25,110000.0
59193,25,195000.0
59194,25,170000.0
59195,5,42696.0
59196,23,178000.0
59197,7,389148.0
59198,1,
59199,30,90193.0
59200,20,32429.0
59201,2,
59202,4,54888.0
59203,6,
59204,3,
59205,6,
59206,8,33142.0
59207,8,30716.0
59208,40,
59209,23,
59210,15,100000.0
59211,6,20208.0
59212,3,156000.0
59213,20,118908.0
59214,11,58368.0
59215,3,27252.0
59216,27,81074.0
59217,1,13920.0
59218,14,70279.0
59219,6,
59220,7,65000.0
59221,27,77832.0
59222,10,
59223,25,116333.0
59224,16,60480.0
59225,10,56874.0
59226,13,151900.0
59227,9,117000.0
59228,10,27025.0
59229,20,130000.0
59230,20,120000.0
59231,13,43032.0
59232,14,110000.0
59233,8,
59234,6,12372.0
59235,25,
59236,7,14292.0
59237,18,90708.0
59238,6,11453.0
59239,6,86976.0
59240,10,
59241,12,38976.0
59242,12,64632.0
59243,8,
59244,5,55130.0
59245,35,
59246,45,307000.0
59247,15,121010.0
59248,13,68102.0
59249,21,
59250,6,
59251,35,44100.0
59252,27,
59253,16,72385.0
59254,8,
59255,5,27144.0
59256,10,
