,YearsCode,ConvertedCompYearly
59257,23,59454.0
59258,18,95000.0
59260,5,
59261,9,
59262,10,75000.0
59263,20,129720.0
59264,32,19458.0
59265,10,45241.0
59266,4,
59267,20,160000.0
59269,17,49704.0
59270,40,260000.0
59271,2,
59272,17,81074.0
59273,5,
59274,22,3630.0
59275,34,152473.0
59276,40,
59277,20,60000.0
59278,5,7500.0
59279,2,
59280,8,120000.0
59281,41,56016.0
59283,2,
59284,20,94539.0
59285,3,7116.0
59286,7,
59287,3,
59288,25,
59289,10,
59290,6,43000.0
59291,20,113300.0
59292,1,
59293,15,185000.0
59294,25,142000.0
59295,20,90758.0
59296,37,
59297,8,
59298,1,
59299,4,38916.0
59300,9,
59301,50,180000.0
59302,5,
59303,10,30240.0
59304,17,175000.0
59305,20,
59306,9,18300.0
59307,7,24648.0
59308,6,70000.0
59309,15,49284.0
59310,2,
59311,22,38928.0
59312,30,
59313,9,93000.0
59314,14,16000.0
59315,42,105000.0
59316,33,38916.0
59317,37,104000.0
59318,23,70000.0
59319,9,160000.0
59320,7,17000.0
59321,26,2589960.0
59322,20,
59323,30,
59324,14,
59325,6,17748.0
59326,12,54049.0
59327,20,71345.0
59328,22,90000.0
59329,5,
59330,3,
59331,7,69000.0
59332,9,
59333,20,
59334,10,56211.0
59335,13,70264.0
59336,6,54289.0
59337,25,130000.0
59338,8,
59339,40,232667.0
59340,7,
59341,1,
59342,5,17892.0
59343,32,150000.0
59344,15,
59345,10,105000.0
59346,7,91500.0
59347,15,
59348,20,165000.0
59349,7,69360.0
59350,4,
59351,11,48550.0
59352,20,110000.0
59353,6,8400.0
59354,25,102693.0
59355,37,165000.0
59357,6,9432.0
59358,14,110000.0
59359,3,
59360,5,
59361,34,86606.0
59362,13,125000.0
59363,28,105000.0
59364,35,59148.0
59365,10,160000.0
59366,14,79503.0
59367,25,
59368,1,
59369,3,
59370,14,62000.0
59371,20,56723.0
59372,9,16488.0
59373,36,174000.0
59374,15,104000.0
59375,5,
59376,5,
59377,2,
59379,12,44040.0
59380,10,130000.0
59381,12,19546.0
59382,5,
59384,4,65000.0
59385,13,
59386,11,8700.0
59387,4,
59388,6,115000.0
59389,7,113000.0
59390,4,110000.0
59391,12,38915.0
59393,30,151263.0
59394,20,150000.0
59395,6,
59396,8,36968.0
59398,10,78371.0
59399,31,
59400,6,137000.0
59401,8,34356.0
59402,4,3888.0
59403,7,
59404,15,75669.0
59405,2,
59406,30,134869.0
59407,8,65000.0
59408,20,
59409,6,15528.0
59410,20,81074.0
59411,5,5616.0
59412,18,48000.0
59413,7,30480.0
59414,14,43239.0
59415,17,107895.0
59416,23,86478.0
59417,23,220000.0
59418,22,90758.0
59419,7,76320.0
59420,7,125000.0
59421,8,36193.0
59422,6,531840.0
59423,30,134000.0
59424,6,5040.0
59425,14,122000.0
59426,35,121010.0
59427,31,1704000.0
59428,4,36213.0
59429,9,41232.0
59430,10,
59431,18,
59432,20,295000.0
59433,23,60756.0
59434,12,87000.0
59435,27,84924.0
59436,25,190000.0
59437,33,125000.0
59438,24,225000.0
59439,11,38916.0
59440,26,73678.0
59441,8,
59442,16,51637.0
59443,27,43239.0
59444,18,23364.0
59445,10,72000.0
59446,13,
59447,6,27240.0
59448,40,140000.0
59449,29,25850.0
59450,30,150000.0
59451,7,298356.0
59452,10,
59453,14,32988.0
59454,2,25944.0
59455,13,16182.0
59456,31,195000.0
59457,30,145000.0
59458,17,6750000.0
59459,35,
59460,20,135000.0
59461,20,64859.0
59462,15,7788.0
59463,27,208000.0
59464,28,130958.0
59465,2,
59466,10,
59467,16,39996.0
59468,36,121000.0
59469,15,2636892.0
59470,19,64860.0
59471,6,39852.0
59472,12,175000.0
59473,10,
59474,13,33228.0
59475,25,147000.0
59476,24,
59477,7,
59478,7,
59479,18,100644.0
59480,5,
59481,10,6696.0
59482,6,
59483,6,100000.0
59484,28,
59485,3,
59486,44,92000.0
59487,5,6270000.0
59488,21,150000.0
59489,21,64737.0
59490,8,51888.0
59491,10,
59492,9,33540.0
59493,20,21192.0
59494,2,22701.0
59495,14,31800.0
59496,9,77460.0
59497,3,16836.0
59498,10,
59500,29,51708.0
59501,35,77832.0
59502,4,
59503,35,
59504,2,34368.0
59505,20,150000.0
59506,4,65000.0
59507,10,81074.0
59508,25,175000.0
59509,35,120000.0
59510,3,
59511,3,16860.0
59512,10,
59513,19,48644.0
59514,5,
59515,23,
59516,2,
59517,17,135000.0
59518,28,57292.0
59519,7,28600.0
59520,2,61200.0
59521,37,
59522,6,16754.0
59523,16,116000.0
59524,22,
59525,7,15780.0
59526,4,
59527,18,58913.0
59528,2,30240.0
59529,11,
59530,7,7536.0
59531,35,71093.0
59532,17,85000.0
59533,10,66000.0
59534,5,105884.0
59535,4,60000.0
59536,35,202000.0
59537,2,
59538,23,
59539,9,44400.0
59540,22,140000.0
59541,20,
59542,16,120000.0
59543,5,15564.0
59544,17,
59545,10,23460.0
59546,23,151263.0
59547,22,72060.0
59548,9,
59549,5,
59550,5,
59551,15,56723.0
59552,3,
59553,7,
59554,13,5294200.0
59555,14,
59556,9,
59557,10,
59558,10,38916.0
59559,1,
59560,2,
59561,10,54049.0
59562,25,80000.0
59563,9,7500000.0
59564,12,245802.0
59565,6,
59566,11,
59567,17,105000.0
59568,8,
59569,4,
59570,12,28634.0
59571,25,100000.0
59572,7,
59573,14,
59574,6,75631.0
59575,12,51704.0
59576,31,
59577,16,
59578,27,130000.0
59579,7,300000.0
59580,6,90482.0
59581,17,140000.0
59582,18,67000.0
59583,8,
59584,7,94075.0
59585,37,62000.0
59586,4,
59587,39,
59588,5,
59589,1,
59590,3,
59591,4,38916.0
59592,5,
59593,12,56616.0
59594,5,
59595,50,100000.0
59596,2,13740.0
59597,17,78900.0
59598,3,
59599,21,60535.0
59600,31,71093.0
59601,6,
59603,16,135429.0
59604,7,22584.0
59605,20,130000.0
59607,6,
59608,4,
59609,10,24468.0
59610,9,71093.0
59611,15,
59612,20,1415820.0
59613,20,38916.0
59614,4,90000.0
59615,18,360000.0
59616,30,160000.0
59617,7,75000.0
59618,26,180000.0
59619,2,
59620,27,79128.0
59621,9,106000.0
59622,36,96000.0
59623,23,145000.0
59624,2,
59625,7,
59626,2,
59627,32,106000.0
59628,19,23388.0
59629,18,100000.0
59630,2,
59631,17,200000.0
59632,15,170000.0
59633,2,
59634,37,300000.0
59635,3,
59636,4,
59637,2,
59638,7,
59639,30,
59640,6,57672.0
59641,13,84312.0
59642,15,62691.0
59643,20,185000.0
59644,26,156742.0
59645,12,
59646,33,64859.0
59647,14,
59648,19,130000.0
59649,7,
59650,10,
59651,20,100000.0
59652,4,10596.0
59653,4,121000.0
59654,1,
59655,19,83194.0
59656,4,
59657,15,120000.0
59658,10,243275.0
59659,9,
59660,19,5500000.0
59661,20,19320.0
59662,41,155000.0
59664,12,96000.0
59665,20,98000.0
59666,15,60000.0
59667,16,31608.0
59668,7,47826.0
59669,19,67500.0
59670,26,48800.0
59671,25,96945.0
59672,10,15084.0
59673,7,
59674,30,120000.0
59675,32,
59676,7,
59677,2,
59678,2,
59679,15,150000.0
59680,37,
59681,14,86448.0
59682,14,40872.0
59683,10,74000.0
59684,5,192000.0
59685,11,110000.0
59686,2,
59687,7,56211.0
59688,17,31128.0
59689,4,12240.0
59690,20,38915.0
59691,17,160000.0
59692,20,457356.0
59693,8,71000.0
59694,43,182000.0
59695,42,222000.0
59696,10,78101.0
59697,17,44320.0
59698,25,
59699,4,
59700,2,
59701,45,116000.0
59702,4,
59703,6,38778.0
59704,3,8376.0
59705,15,162147.0
59706,10,
59707,3,
59708,7,
59709,12,10896.0
59710,7,75631.0
59711,11,145000.0
59712,2,
59713,15,64332.0
59714,4,
59715,40,150000.0
59716,39,251000.0
59717,7,17808.0
59718,27,
59719,20,155000.0
59720,10,13956.0
59721,5,
59722,13,102000.0
59723,38,54289.0
59724,2,
59725,30,100000.0
59726,23,95550.0
59727,4,
59728,37,64630.0
59729,11,2628.0
59730,4,
59731,33,340341.0
59732,5,
59733,19,82464.0
59734,12,
59735,14,61572.0
59736,8,
59737,32,200000.0
59738,8,27336.0
59739,17,100000.0
59740,9,
59741,8,72000.0
59742,7,24648.0
59743,20,
59744,15,65000.0
59745,12,100000.0
59748,7,8280.0
59749,6,
59750,20,101649.0
59751,15,90000.0
59752,29,52308.0
59753,5,
59754,25,70264.0
59755,7,132312.0
59756,10,107000.0
59757,7,22907.0
59758,7,79040.0
59759,3,7248.0
59760,20,
59761,5,110000.0
59762,18,150000.0
59763,4,
59764,15,23352.0
59765,5,
59766,30,120000.0
59767,15,108912.0
59768,15,58167.0
59769,35,
59770,22,160000.0
59771,8,25944.0
59772,8,12816.0
59773,22,79776.0
59774,37,
59775,2,
59776,7,55000.0
59777,27,147000.0
59778,20,85397.0
59779,16,33408.0
59780,25,180000.0
59781,10,2792.0
59782,8,39328.0
59783,14,130000.0
59784,20,137500.0
59785,18,100000.0
59786,11,75000.0
59787,17,28105.0
59788,24,155000.0
59789,2,
59790,5,
59792,9,45252.0
59793,4,
59794,5,
59795,25,
59796,33,85000.0
59797,40,193889.0
59798,15,60000.0
59799,30,68068.0
59800,3,
59801,20,200000.0
59802,10,58373.0
59803,17,73944.0
59804,30,130000.0
59805,8,58167.0
59806,4,
59807,20,91883.0
59808,14,43239.0
59809,8,38784.0
59810,9,113532.0
59811,5,54049.0
59812,3,86000.0
59813,9,
59814,18,76968.0
59815,16,55582.0
59816,15,
59817,26,225000.0
59818,6,50000.0
59819,5,
59820,8,1236000.0
59823,17,180000.0
59824,15,130000.0
59825,8,24300.0
59826,6,30504.0
59827,15,140000.0
59828,30,103408.0
59829,40,
59831,22,68068.0
59832,22,300000.0
59833,25,200000.0
59834,4,
59835,5,10596.0
59836,9,300000.0
59837,27,113748.0
59838,35,166000.0
59839,19,131470.0
59840,44,200000.0
59841,12,24863.0
59842,14,
59843,5,
59844,15,147481.0
59845,10,27492.0
59846,6,3852.0
59847,2,18228.0
59848,7,95000.0
59849,30,28536.0
59850,6,
59851,4,
59852,7,
59853,8,18912.0
59854,4,
59855,20,84019.0
59856,15,68724.0
59857,20,5400.0
59858,1,12408.0
59859,45,210000.0
59860,4,
59861,8,90758.0
59863,5,13440.0
59864,40,
59865,15,90000.0
59866,6,12120.0
59867,14,150000.0
59868,8,189000.0
59869,12,52996.0
59870,6,152200.0
59871,3,
59872,18,98321.0
59873,4,23463.0
59875,40,
59876,9,25829.0
59877,31,64859.0
59878,7,17040.0
59879,17,46482.0
59880,20,155664.0
59881,7,120000.0
59882,30,173000.0
59883,1,5028.0
59884,23,
59885,5,70000.0
59886,27,
59887,10,102693.0
59888,17,53027.0
59889,22,169125.0
59890,7,
59891,23,87168.0
59892,10,
59893,6,120000.0
59894,1,
59895,8,
59896,5,82000.0
59897,12,108098.0
59899,8,17448.0
59900,21,22644.0
59901,43,
59902,18,94539.0
59903,30,
59904,7,85311.0
59905,15,101649.0
59906,20,150000.0
59907,8,5472.0
59908,10,32988.0
59909,15,170000.0
59910,13,60000.0
59911,6,
59912,14,123000.0
59913,7,
59914,31,135000.0
59915,6,
59916,25,129250.0
59917,7,114000.0
59918,19,320000.0
59919,10,113447.0
59920,30,
59921,13,281730.0
59923,14,230000.0
59924,7,20950.0
59925,24,
59926,30,25860.0
59927,30,29196.0
59928,25,300000.0
59929,6,50000.0
59930,9,
59931,29,194580.0
59932,20,53000.0
59933,6,39996.0
59934,25,67500.0
59935,4,
59936,15,
59937,31,
59939,25,160000.0
59940,7,360216.0
59941,30,220000.0
59942,25,
59943,30,49119.0
59944,10,11952.0
59945,6,
59946,14,
59947,19,64632.0
59948,30,83194.0
59949,15,
59950,8,133400.0
59951,15,62208.0
59952,12,
59953,13,103776.0
59954,10,
59955,7,61616.0
59956,13,
59957,20,179000.0
59958,37,22644.0
59959,33,132355.0
59960,23,
59961,2,
59962,1,
59963,20,153000.0
59964,24,220000.0
59965,30,74970.0
59966,33,
59967,16,116000.0
59968,14,
59969,32,200000.0
59970,18,62000.0
59971,4,12240.0
59972,30,175000.0
59973,28,125000.0
59974,4,49119.0
59975,6,
59976,1,31908.0
59977,15,
59978,25,130000.0
59979,7,145000.0
59980,30,72000.0
59981,8,
59982,13,
59983,8,
59984,5,
59985,1,
59986,4,
59987,9,
59988,22,90000.0
59989,14,
59990,15,37834.0
59991,39,204000.0
59992,8,72000.0
59993,13,300000.0
59994,12,698004.0
59995,12,77556.0
59996,12,51888.0
59997,15,29186.0
59998,9,160000.0
59999,16,84462.0
60000,16,74047.0
60001,23,
60002,45,100000.0
60003,34,
60004,5,7860.0
60005,22,
60006,25,155000.0
60007,21,23664.0
60008,10,
60009,24,73507.0
60010,9,
60011,10,137436.0
60012,10,210000.0
60013,5,36651.0
60014,38,13212.0
60015,4,9072.0
60016,20,58392.0
60017,15,7788.0
60018,5,41568.0
60019,15,103408.0
60020,10,80000.0
60021,31,
60022,23,37752.0
60023,6,
60024,5,20760.0
60025,2,
60026,16,99000.0
60027,40,
60028,23,289000.0
60029,7,
60030,4,5172.0
60031,31,54049.0
60032,7,
60033,6,19572.0
60034,13,
60035,25,230000.0
60036,15,170000.0
60037,20,57600.0
60038,20,52942.0
60039,9,60505.0
60040,25,102693.0
60041,5,
60043,10,
60044,20,80000.0
60045,12,120000.0
60046,3,70000.0
60047,8,
60048,8,
60049,12,
60050,3,
60051,3,35028.0
60052,8,
60053,2,
60055,10,67021.0
60056,15,160000.0
60057,13,59772.0
60058,8,23364.0
60059,10,
60060,33,125000.0
60061,5,9000.0
60062,2,
60063,12,
60064,16,54876.0
60065,3,
60066,1,
60067,44,180000.0
60068,30,52968.0
60069,25,208000.0
60070,20,
60071,3,56723.0
60072,35,88489.0
60073,3,
60074,14,115000.0
60075,4,
60076,12,
60077,2,5652.0
60079,14,
60080,10,4700000.0
60081,11,
60083,8,
60084,6,75000.0
60085,14,9150.0
60086,14,140000.0
60087,4,
60088,20,117492.0
60089,23,23352.0
60090,5,
60091,39,
60092,2,801468.0
60093,21,265000.0
60094,34,120000.0
60095,4,
60096,10,
60097,5,36000.0
60098,7,
60099,9,21696.0
60100,8,22056.0
60101,12,
60102,10,97000.0
60103,4,19236.0
60104,14,32429.0
60105,8,6588.0
60106,4,
60107,23,73644.0
60108,6,90000.0
60109,20,120000.0
60110,10,
60111,5,165000.0
60112,4,
60113,6,80000.0
60114,29,
60115,8,
60116,11,
60117,6,68068.0
60118,3,
60119,2,
60120,35,
60121,15,71345.0
60122,11,38916.0
60123,7,92000.0
60124,36,113447.0
60125,4,
60126,12,1236000.0
60127,4,
60128,15,16800.0
60129,5,
60130,10,19236.0
60131,13,
60132,4,
60133,15,
60134,9,
60135,23,128522.0
60136,9,
60137,30,
60138,8,225000.0
60139,7,25885.0
60140,13,31000.0
60141,20,
60142,3,
60144,45,143699.0
60145,14,77556.0
60146,11,
60147,20,72288.0
60148,11,157000.0
60149,49,520000.0
60150,30,76000.0
60151,30,77832.0
60152,30,200000.0
60153,8,16596.0
60154,36,208200.0
60155,22,65940.0
60156,19,
60157,8,
60158,8,
60159,14,
60160,22,150000.0
60161,30,178200.0
60162,20,120000.0
60163,20,
60164,23,155000.0
60165,7,14400.0
60166,16,
60167,1,
60168,5,
60169,15,75000.0
60170,4,5148.0
60171,25,195000.0
60172,35,38915.0
60173,1,
60174,8,97736.0
60175,4,
60176,20,315000.0
60177,5,
60178,1,
60179,32,109860.0
60180,39,84019.0
60181,2,
60182,6,59820.0
60183,10,85000.0
60184,2,90000.0
60185,20,22692.0
60186,10,145000.0
60187,29,
60188,10,
60189,8,27492.0
60190,25,
60191,6,
60192,25,
60193,20,200000.0
60194,34,33510.0
60195,8,
60196,12,
60197,45,160000.0
60198,7,1560000.0
60199,26,387778.0
60200,6,
60201,27,32424.0
60202,2,
60203,9,49119.0
60204,28,
60205,25,31020.0
60206,5,37032.0
60207,18,55716.0
60208,5,7800.0
60209,30,175000.0
60210,7,
60211,24,64859.0
60212,7,225000.0
60213,4,30000.0
60214,30,67312.0
60215,4,
60216,20,230000.0
60217,17,
60218,16,
60219,36,60972.0
60220,4,5616.0
60221,38,75000.0
60222,7,1800000.0
60223,2,17904.0
60224,10,
60225,15,132000.0
60228,4,96250.0
60229,3,
60230,20,1567200.0
60231,17,41508.0
60232,12,85200.0
60233,4,4512.0
60234,12,18150.0
60235,35,150000.0
60236,20,79413.0
60237,18,39444.0
60238,11,135000.0
60239,8,
60240,15,240000.0
60241,5,
60242,16,89900.0
60243,4,19872.0
60244,37,74220.0
60245,12,
60246,1,
60247,28,107895.0
60248,25,113447.0
60249,42,180000.0
60250,3,55000.0
60251,15,160000.0
60252,23,370000.0
60253,15,35900.0
60254,5,
60255,9,45241.0
60256,20,300000.0
60257,35,
60258,10,160000.0
60259,20,18876.0
60260,13,100000.0
60261,4,
60262,2,3650000.0
60263,4,201048.0
60264,15,139600.0
60265,2,
60266,35,240000.0
60267,3,54049.0
60268,9,27492.0
60269,25,68362.0
60270,10,54049.0
60271,20,91711.0
60272,8,
60273,9,37816.0
60274,6,
60275,17,125000.0
60276,16,102102.0
60277,3,
60278,12,7368.0
60279,30,132350.0
60280,23,68724.0
60281,16,97000.0
60282,5,
60284,12,31176.0
60285,14,52950.0
60286,13,89245.0
60287,48,
60288,5,92000.0
60289,6,4668.0
60290,16,82080.0
60291,22,175000.0
60292,3,
60293,15,55128.0
60295,25,161400.0
60296,30,125000.0
60297,2,
60298,8,154000.0
60299,8,85000.0
60302,3,43239.0
60303,6,105000.0
60304,20,58992.0
60305,9,
60306,32,172500.0
60307,49,
60308,18,
60309,8,6624.0
60310,27,
60311,22,174000.0
60312,5,
60313,5,
60314,35,27492.0
60315,31,71340.0
60316,14,15120.0
60317,30,
60318,30,150000.0
60319,14,
60320,30,200000.0
60321,10,
60323,40,165000.0
60324,25,375000.0
60325,35,78847.0
60326,40,200000.0
60327,5,18225.0
60328,20,100000.0
60329,11,37816.0
60330,7,140000.0
60331,6,115000.0
60332,25,64000.0
60333,10,52968.0
60334,43,
60335,7,125000.0
60336,26,
60337,6,105000.0
60338,16,
60339,18,
60340,14,70572.0
60341,10,
60342,27,45379.0
60343,30,53184.0
60344,2,
60345,5,
60346,18,61616.0
60347,11,
60348,16,118908.0
60349,39,170000.0
60350,3,7788.0
60351,39,310000.0
60352,17,19452.0
60353,6,
60354,6,51429.0
60355,4,
60356,6,53698.0
60357,10,50268.0
60358,8,4800.0
60359,7,45401.0
60360,25,140527.0
60361,20,
60362,7,126000.0
60363,9,35472.0
60364,20,225000.0
60365,10,61368.0
60366,22,44297.0
60367,15,90758.0
60368,23,99450.0
60369,20,
60370,25,300000.0
60371,12,750000.0
60372,6,121010.0
60373,20,100000.0
60374,6,
60375,15,190000.0
60376,1,
60377,30,370000.0
60378,16,47352.0
60379,16,120000.0
60380,8,
60381,8,54050.0
60382,20,
60383,33,190000.0
60384,25,
60385,11,21876.0
60386,8,92248.0
60387,11,43239.0
60388,17,
60389,11,113447.0
60390,8,43239.0
60391,12,14928.0
60393,30,96945.0
60394,4,10608.0
60395,10,130000.0
60396,5,19728.0
60397,15,235000.0
60398,15,
60399,18,4159700.0
60400,22,66084.0
60401,6,
60402,13,132000.0
60403,21,171175.0
60404,5,
60405,5,
60406,13,160000.0
60407,4,
60408,16,
60409,7,94000.0
60410,4,58167.0
60411,11,95000.0
60412,34,30240.0
60413,10,33508.0
60414,35,100000.0
60415,5,9696.0
60417,5,17292.0
60418,10,
60419,2,
60420,2,
60421,23,70264.0
60422,11,
60423,4,
60424,22,82920.0
60425,31,
60426,10,150000.0
60427,35,
60428,3,
60429,15,143000.0
60430,19,
60431,7,
60432,26,140000.0
60433,22,66283.0
60434,5,
60435,5,
60437,2,
60438,7,140000.0
60439,4,
60440,15,
60441,4,
60442,7,4356.0
60443,5,
60444,8,35736.0
60445,12,67861.0
60446,24,111000.0
60447,6,
60448,5,38778.0
60449,14,71340.0
60450,6,
60451,4,73644.0
60452,11,90632.0
60453,31,251000.0
60454,30,
60455,10,88000.0
60456,12,27216.0
60457,2,960000.0
60458,13,90000.0
60459,13,
60460,11,1692000.0
60461,8,84019.0
60462,12,34904.0
60463,11,76388.0
60464,8,11169.0
60465,25,100000.0
60466,8,6468.0
60467,10,16752.0
60468,6,33607.0
60469,2,
60470,22,151337.0
60471,6,
60472,6,54455.0
60473,25,140000.0
60474,3,
60475,10,85000.0
60476,27,99000.0
60477,12,239130.0
60478,5,
60479,4,
60480,4,
60481,13,10507.0
60482,18,49716.0
60483,10,45401.0
60484,25,66156.0
60485,30,
60486,15,
60487,6,
60488,16,68724.0
60489,20,162000.0
60490,4,70000.0
60491,4,
60492,18,48644.0
60493,5,49765.0
60494,4,64859.0
60495,3,
60496,5,
60497,10,170000.0
60498,30,150000.0
60499,4,
60500,6,
60501,33,172000.0
60502,7,90000.0
60503,10,
60504,40,79413.0
60505,26,240000.0
60506,12,62018.0
60507,5,
60508,22,70000.0
60509,42,150000.0
60510,49,
60511,21,77832.0
60512,28,129259.0
60513,4,
60514,38,330000.0
60515,11,62645.0
60516,33,
60517,22,120000.0
60518,23,100000.0
60519,40,
60520,9,
60521,20,
60522,22,4272.0
60523,16,64859.0
60524,5,39876.0
60525,40,165000.0
60526,20,81074.0
60527,15,
60528,5,88000.0
60529,23,86478.0
60530,5,
60531,13,200000.0
60532,3,
60533,40,104000.0
60534,7,
60535,22,
60536,12,700476.0
60537,20,157500.0
60538,8,36744.0
60539,11,71208.0
60540,23,83194.0
60541,15,91883.0
60542,23,115000.0
60543,19,103776.0
60544,25,75650.0
60545,6,
60546,20,210000.0
60547,7,121000.0
60548,18,
60549,7,120000.0
60550,3,
60551,16,67331.0
60552,4,
60553,2,
60554,18,141000.0
60556,19,54000.0
60557,12,16752.0
60558,6,96000.0
60559,20,60000.0
60560,7,70264.0
60561,2,
60562,5,
60563,2,
60564,17,
60565,30,118000.0
60566,9,
60567,32,55416.0
60568,31,213000.0
60569,2,
60570,10,
60571,18,
60572,14,100000.0
60573,6,168600.0
60574,11,28308.0
60575,43,77832.0
60576,20,35556.0
60577,6,60505.0
60578,18,110000.0
60579,16,80000.0
60580,20,71345.0
60581,10,85000.0
60582,12,45000.0
60583,8,68000.0
60584,6,
60585,12,6468.0
60586,10,15600.0
60587,39,189078.0
60588,21,1116.0
60589,25,140000.0
60590,2,
60591,32,51888.0
60592,36,114000.0
60593,10,
60594,15,95000.0
60595,21,1232316.0
60596,16,160000.0
60597,28,115000.0
60598,2,
60599,5,80000.0
60600,7,31764.0
60601,4,
60602,45,160160.0
60603,9,36000.0
60604,9,
60605,26,84316.0
60606,21,95000.0
60607,17,50760.0
60608,31,107895.0
60609,26,110236.0
60610,4,120000.0
60611,13,135000.0
60612,6,115000.0
60613,10,105000.0
60614,4,18228.0
60615,3,90000.0
60616,35,
60617,13,119976.0
60619,6,130000.0
60620,30,
60621,45,
60622,7,180000.0
60623,20,165000.0
60624,24,85000.0
60625,9,70212.0
60626,5,105993.0
60627,8,27096.0
60628,1,80000.0
60629,9,22584.0
60630,10,52942.0
60631,18,2448.0
60632,15,38484.0
60633,9,
60634,4,12360.0
60635,10,122796.0
60636,3,
60637,5,20208.0
60638,22,125000.0
60639,20,96000.0
60640,8,
60641,20,144000.0
60642,18,
60643,11,129259.0
60644,5,64860.0
60645,23,155000.0
60646,6,11232.0
60647,10,
60648,30,
60649,20,
60650,21,113000.0
60651,25,
60652,1,
60653,3,
60654,4,
60655,6,
60656,14,51704.0
60657,5,
60658,20,83460.0
60659,14,64740.0
60660,30,181515.0
60661,4,
60662,16,30240.0
60663,2,4128.0
60664,38,140000.0
60665,6,16056.0
60666,5,67500.0
60667,15,
60668,15,
60669,4,
60670,8,
60671,8,
60673,7,
60674,24,275000.0
60675,9,64000.0
60676,5,
60677,29,160000.0
60678,8,64859.0
60679,23,
60680,43,
60681,7,42000.0
60683,14,102000.0
60684,3,18156.0
60685,4,
60686,37,
60687,4,12000.0
60688,15,8231.0
60689,13,59454.0
60690,10,14032.0
60691,15,26000.0
60692,35,
60693,32,
60694,5,
60695,44,
60696,12,95520.0
60697,33,77556.0
60698,15,
60699,25,75000.0
60700,21,
60701,14,9500000.0
60702,15,145000.0
60703,10,100000.0
60704,24,
60705,2,50000.0
60706,25,328730.0
60707,3,
60708,6,30000.0
60709,9,
60710,5,10596.0
60711,13,205000.0
60712,15,153000.0
60713,12,85000.0
60714,6,8244.0
60715,1,
60716,4,
60717,6,
60718,20,32371.0
60719,6,3852.0
60720,9,
60721,6,
60722,8,6048.0
60724,15,
60725,10,
60726,25,196641.0
60727,10,39700.0
60728,6,60000.0
60729,23,27337.0
60730,4,4236.0
60731,24,518868.0
60732,16,
60733,8,11544.0
60734,20,180000.0
60735,2,
60736,4,
60737,15,135000.0
60738,8,
60739,13,68068.0
60740,12,12972.0
60741,9,14568.0
60742,33,98719.0
60743,10,
60744,10,70000.0
60745,4,
60746,8,37488.0
60747,1,
60748,12,60000.0
60749,10,193889.0
60750,10,
60751,32,250000.0
60752,4,
60753,35,135000.0
60754,44,
60755,19,
60756,6,1395996.0
60757,13,54049.0
60758,5,
60759,5,
60760,9,10500.0
60761,13,
60762,12,95000.0
60763,8,29796.0
60764,14,120000.0
60765,6,16488.0
60766,2,
60767,5,
60768,10,
60769,15,50806.0
60770,19,118908.0
60771,15,
60772,30,
60773,10,54000.0
60774,10,35316.0
60775,2,
60776,2,
60777,16,52000.0
60778,6,
60779,20,235000.0
60780,17,230000.0
60781,23,32319.0
60782,13,28860.0
60783,5,100000.0
60784,23,34360.0
60785,17,687504.0
60786,35,
60787,15,1380000.0
60788,11,120000.0
60789,2,
60790,12,110000.0
60791,7,175000.0
60792,44,
60793,4,5304.0
60794,14,120000.0
60795,25,
60796,4,42528.0
60797,28,1000000.0
60798,36,150000.0
60799,8,
60800,8,84019.0
60801,3,
60802,37,23364.0
60803,11,51051.0
